province,region,commune_id,commune_type,area_commune_km2,elevation_m,distance_to_urban_km,ndvi,road_density_km_per_km2,land_use_type,annual_rainfall_mm,nearest_market_km,census_population,census_density,n_microcensus_points,microcensus_total_persons,microcensus_total_households,microcensus_mean_density,has_microcensus_data,missing_mechanism,n_grid_cells_100m
Lai Châu,mien_nui_phia_bac,COM_0740,xa,68.1095,2380.89,95.92,0.4405,0.4038,agricultural,2753.83,31.49,2452,36.01,15,2175,406,28.83,1,observed,6810
Khánh Hòa,tay_nguyen,COM_0741,xa,48.9159,43.73,52.48,0.5509,1.0994,forest,1261.41,11.23,7645,156.29,36,8169,2267,154.53,1,observed,4891
Đắk Lắk,tay_nguyen,COM_0742,xa,56.7055,968.48,57.68,0.6341,2.6374,agricultural,1907.71,18.38,4560,80.43,9,4501,977,82.12,1,observed,5670
Gia Lai,tay_nguyen,COM_0743,xa,29.5077,1273.76,57.92,0.4815,0.4205,mixed,2177.73,39.13,2983,101.11,46,3058,673,98.94,0,MNAR_high_density,2950
Đồng Tháp,dong_bang_song_cuu_long,COM_0744,xa,23.7734,7.6,55.87,0.2351,0.7022,forest,1810.81,37.6,6295,264.8,13,5404,1058,210.3,1,observed,2377
Quảng Ninh,dong_bang_song_hong,COM_0745,xa,34.9352,212.89,76.91,0.849,3.6323,forest,2201.47,29.38,8631,247.07,34,9212,1809,260.59,1,observed,3493
Quảng Trị,duyen_hai_mien_trung,COM_0746,xa,52.5824,545.43,81.27,0.1328,3.5231,mixed,2742.16,6.88,6008,114.27,37,6700,1446,136.41,1,observed,5258
Đồng Tháp,dong_bang_song_cuu_long,COM_0747,thi_tran,28.083,11.71,10.63,0.1009,4.8956,agricultural,2101.65,14.4,12918,460.01,10,14186,3175,522.57,1,observed,2808
Đắk Lắk,tay_nguyen,COM_0748,xa,62.114,744.36,7.11,0.506,1.1788,agricultural,2149.0,8.5,14583,234.78,46,15168,3287,264.91,0,MNAR_high_density,6211
Lâm Đồng,tay_nguyen,COM_0749,xa,50.3615,1515.21,15.75,0.5785,1.0831,agricultural,2545.97,6.83,4383,87.04,19,4372,977,82.8,1,observed,5036
Đồng Tháp,dong_bang_song_cuu_long,COM_0750,xa,70.8069,0.86,99.01,0.5647,1.6102,residential,2210.78,25.25,43308,611.64,26,41126,9220,613.9,1,observed,7080
Hà Tĩnh,duyen_hai_mien_trung,COM_0751,thi_tran,30.0895,108.77,17.72,0.8845,2.9764,forest,2445.56,13.71,4021,133.64,42,4159,1016,138.43,1,observed,3008
Đồng Nai,dong_nam_bo,COM_0752,xa,26.7961,60.75,86.42,0.378,0.4561,agricultural,2364.69,25.18,7080,264.22,34,6955,1827,249.41,1,observed,2679
Đắk Lắk,tay_nguyen,COM_0753,thi_tran,31.6222,1457.62,23.8,0.5994,3.2487,mixed,1551.18,3.42,6764,213.92,32,6243,1757,200.04,1,observed,3162
Phú Thọ,mien_nui_phia_bac,COM_0754,thi_tran,10.3032,443.36,9.19,0.5076,1.0023,mixed,1475.23,8.53,7222,700.96,31,6730,1919,643.78,0,MNAR_high_density,1030
An Giang,dong_bang_song_cuu_long,COM_0755,xa,41.3541,7.47,43.92,0.7366,3.8195,forest,1762.19,25.99,11778,284.81,39,10540,2012,251.14,1,observed,4135
Thanh Hóa,duyen_hai_mien_trung,COM_0756,xa,79.4144,287.37,16.96,0.3906,0.9322,agricultural,1878.39,24.54,43066,542.3,6,40936,8074,529.86,0,MNAR_high_density,7941
Lạng Sơn,mien_nui_phia_bac,COM_0757,xa,35.135,925.71,31.96,0.1564,2.7489,residential,1605.45,13.27,3728,106.12,7,3196,651,99.88,0,MNAR_high_density,3513
TP. Hồ Chí Minh,dong_nam_bo,COM_0758,phuong,3.3761,7.65,2.46,0.45,5.0536,residential,1878.71,4.8,41608,12324.5,43,44345,9086,13125.54,1,observed,337
Sơn La,mien_nui_phia_bac,COM_0759,xa,60.9846,1871.25,33.42,0.3572,1.2828,mixed,2131.23,15.36,2180,35.76,7,2431,680,40.93,1,observed,6098
Thanh Hóa,duyen_hai_mien_trung,COM_0760,phuong,2.2377,622.11,2.04,0.45,7.4487,residential,2069.31,1.28,1023,457.56,17,1023,188,447.48,1,observed,223
Hải Phòng,dong_bang_song_hong,COM_0761,phuong,2.7142,17.45,0.71,0.45,3.2432,mixed,1666.81,2.27,3105,1144.01,10,2805,528,1043.68,1,observed,271
Đà Nẵng,duyen_hai_mien_trung,COM_0762,xa,34.3452,159.8,26.19,0.5366,2.4875,agricultural,2951.86,49.77,69080,2011.36,28,70733,16829,2176.6,1,observed,3434
Cao Bằng,mien_nui_phia_bac,COM_0763,xa,37.7197,810.51,96.11,0.8555,2.8739,forest,1441.36,30.07,2792,74.03,7,2637,701,72.63,0,MNAR_high_density,3771
Đồng Nai,dong_nam_bo,COM_0764,xa,21.8517,44.52,78.73,0.2988,3.28,agricultural,2131.04,38.76,8101,370.77,9,8518,1918,413.93,1,observed,2185
Hà Tĩnh,duyen_hai_mien_trung,COM_0765,thi_tran,13.8984,310.95,10.67,0.8725,2.6217,forest,1883.56,0.85,1798,129.41,14,1756,435,129.29,1,observed,1389
Huế,duyen_hai_mien_trung,COM_0766,xa,79.8522,233.76,16.69,0.3124,1.4452,mixed,2930.62,12.28,115865,1451.0,45,128410,36362,1736.26,1,observed,7985
Phú Thọ,mien_nui_phia_bac,COM_0767,xa,65.1866,145.33,88.35,0.3206,0.5571,mixed,1520.98,7.7,17033,261.3,18,17549,3497,285.0,0,MNAR_high_density,6518
An Giang,dong_bang_song_cuu_long,COM_0768,xa,50.4465,4.82,37.81,0.7983,1.2542,forest,1841.71,15.7,16067,318.51,34,14884,4013,274.99,1,observed,5044
TP. Hồ Chí Minh,dong_nam_bo,COM_0769,phuong,9.4301,37.44,2.56,0.3109,4.1357,residential,1692.94,3.36,92291,9786.91,7,96832,25744,9652.65,1,observed,943
Cao Bằng,mien_nui_phia_bac,COM_0770,thi_tran,24.939,489.8,14.1,0.2147,4.7923,agricultural,1713.13,4.34,1340,53.75,23,1195,266,49.37,0,MNAR_high_density,2493
Khánh Hòa,tay_nguyen,COM_0771,xa,58.8242,604.79,95.21,0.3799,0.6943,agricultural,1318.53,20.32,14199,241.39,34,14295,2606,227.86,1,observed,5882
Huế,duyen_hai_mien_trung,COM_0772,xa,48.563,285.53,13.49,0.7791,0.5539,forest,2762.45,49.69,21111,434.73,8,18525,5281,349.36,1,observed,4856
Tuyên Quang,mien_nui_phia_bac,COM_0773,xa,39.872,445.35,74.09,0.4748,0.1735,mixed,1603.43,18.32,2636,66.13,38,2245,418,57.95,1,observed,3987
Quảng Trị,duyen_hai_mien_trung,COM_0774,xa,60.1325,540.46,57.29,0.6411,0.3549,mixed,2315.21,18.36,3942,65.57,48,3685,953,67.1,1,observed,6013
Điện Biên,mien_nui_phia_bac,COM_0775,xa,78.7864,939.64,50.86,0.1804,2.1126,agricultural,1825.96,30.99,5917,75.11,17,5249,1369,68.3,0,MNAR_high_density,7878
Tây Ninh,dong_nam_bo,COM_0776,xa,64.8826,36.42,18.36,0.4435,3.3246,agricultural,1806.69,33.34,32453,500.19,41,36156,7313,505.54,1,observed,6488
Quảng Ngãi,duyen_hai_mien_trung,COM_0777,xa,24.2244,64.88,49.3,0.8952,1.1422,forest,2735.03,26.41,2608,107.68,37,2960,710,120.71,1,observed,2422
Phú Thọ,mien_nui_phia_bac,COM_0778,phuong,6.737,427.79,3.75,0.1531,4.5427,residential,1403.25,2.72,2405,357.04,19,2234,537,314.82,1,observed,673
Lạng Sơn,mien_nui_phia_bac,COM_0779,xa,65.6177,718.93,67.07,0.3875,1.7844,residential,1653.91,8.69,5257,80.12,28,4899,1104,76.09,1,observed,6561
Gia Lai,tay_nguyen,COM_0780,thi_tran,26.504,696.57,21.47,0.1226,2.6106,agricultural,1864.41,0.8,3151,118.89,23,3230,716,124.29,1,observed,2650
Hà Tĩnh,duyen_hai_mien_trung,COM_0781,xa,58.6863,279.58,84.77,0.488,3.7227,mixed,1985.29,34.62,4526,77.13,43,4246,1061,71.33,1,observed,5868
Hà Tĩnh,duyen_hai_mien_trung,COM_0782,thi_tran,31.7389,465.27,19.79,0.2954,4.1238,agricultural,2705.82,14.28,3770,118.79,15,3680,780,121.15,1,observed,3173
Lạng Sơn,mien_nui_phia_bac,COM_0783,xa,63.7809,608.6,61.5,0.449,2.3371,agricultural,1608.58,25.88,11411,178.91,38,11549,2508,188.84,0,MNAR_high_density,6378
Phú Thọ,mien_nui_phia_bac,COM_0784,xa,50.4144,222.81,86.16,0.56,2.0048,mixed,1902.79,40.83,11101,220.21,28,11712,2332,222.8,1,observed,5041
Phú Thọ,mien_nui_phia_bac,COM_0785,xa,57.4858,293.96,76.97,0.8751,3.8415,forest,1892.44,30.49,12516,217.73,39,10651,1960,198.76,1,observed,5748
Quảng Ninh,dong_bang_song_hong,COM_0786,xa,28.2534,169.22,10.85,0.4447,1.5915,agricultural,1995.88,34.61,18787,664.96,9,16144,3264,576.54,1,observed,2825
Cần Thơ,dong_bang_song_cuu_long,COM_0787,xa,51.3058,9.23,24.01,0.3504,3.5481,agricultural,1990.73,2.83,44126,860.07,27,41180,9716,825.5,1,observed,5130
Lâm Đồng,tay_nguyen,COM_0788,xa,69.1131,1069.98,94.65,0.8774,1.3642,forest,2399.61,14.1,8201,118.67,40,7115,1294,109.91,0,MNAR_high_density,6911
Thanh Hóa,duyen_hai_mien_trung,COM_0789,xa,26.1226,271.31,11.18,0.3116,3.9614,residential,2358.97,4.8,9991,382.47,41,9030,1806,361.28,1,observed,2612
Lào Cai,mien_nui_phia_bac,COM_0790,thi_tran,39.7738,1079.66,10.66,0.2995,1.7039,residential,2087.77,8.18,3743,94.12,18,3848,1013,102.86,0,MNAR_high_density,3977
Thanh Hóa,duyen_hai_mien_trung,COM_0791,xa,53.8296,340.52,30.89,0.3229,3.9689,mixed,1575.9,33.17,20457,380.04,48,22845,6286,411.63,1,observed,5382
Quảng Trị,duyen_hai_mien_trung,COM_0792,xa,61.3517,321.78,17.54,0.5106,3.7797,agricultural,2404.63,28.0,18195,296.58,48,18784,4628,303.17,0,MCAR,6135
Cà Mau,dong_bang_song_cuu_long,COM_0793,xa,67.1845,5.72,85.85,0.1677,3.4429,agricultural,2333.76,48.91,15682,233.43,12,15127,3824,210.88,1,observed,6718
Vĩnh Long,dong_bang_song_cuu_long,COM_0794,xa,49.8182,0.78,95.78,0.3515,0.0585,mixed,2146.23,36.92,16613,333.49,5,17617,4440,333.05,0,MNAR_high_density,4981
Tây Ninh,dong_nam_bo,COM_0795,thi_tran,25.5798,5.24,18.49,0.8466,2.1569,forest,2156.04,4.94,3966,155.05,18,4029,957,165.32,1,observed,2557
Hà Tĩnh,duyen_hai_mien_trung,COM_0796,xa,49.1698,264.43,91.23,0.5625,2.0117,forest,2037.15,4.12,7936,161.42,11,7455,1360,155.69,1,observed,4916
TP. Hồ Chí Minh,dong_nam_bo,COM_0797,thi_tran,27.302,36.02,5.57,0.6092,4.3891,residential,2148.14,14.55,265360,9719.47,14,272023,54065,10705.33,1,observed,2730
Lâm Đồng,tay_nguyen,COM_0798,xa,53.6577,1025.03,19.19,0.6027,0.6655,mixed,2062.37,32.24,7368,137.32,32,7128,1853,135.66,1,observed,5365
Quảng Trị,duyen_hai_mien_trung,COM_0799,xa,45.0697,231.95,96.59,0.1938,3.4939,agricultural,2956.51,16.45,3928,87.17,31,4226,877,97.26,0,MAR,4506
TP. Hồ Chí Minh,dong_nam_bo,COM_0800,phuong,5.9185,9.67,8.11,0.45,7.0221,agricultural,2107.11,1.17,30978,5234.11,38,28958,5437,5003.77,1,observed,591
Nghệ An,duyen_hai_mien_trung,COM_0801,xa,71.4462,235.83,72.21,0.1709,3.9449,mixed,1753.77,26.67,9498,132.94,46,9569,2521,145.16,0,MNAR_high_density,7144
Cần Thơ,dong_bang_song_cuu_long,COM_0802,phuong,6.2395,1.25,1.7,0.1171,8.0471,residential,2299.2,4.53,3529,565.67,50,3972,888,621.17,1,observed,623
Nghệ An,duyen_hai_mien_trung,COM_0803,xa,59.3307,796.69,70.83,0.8368,0.9407,forest,1561.68,35.91,9793,165.06,47,9932,1956,161.34,1,observed,5933
Khánh Hòa,tay_nguyen,COM_0804,phuong,7.9554,637.69,3.03,0.2354,5.0543,residential,1348.38,4.77,3043,382.52,11,3143,681,429.21,1,observed,795
Hà Nội,dong_bang_song_hong,COM_0805,phuong,2.6385,7.68,1.1,0.2561,6.5486,agricultural,1522.33,3.17,9519,3607.84,49,10558,1956,3879.79,0,MCAR,263
Cao Bằng,mien_nui_phia_bac,COM_0806,xa,77.0627,1257.85,89.27,0.4082,1.4948,residential,1711.26,24.48,6308,81.86,40,6170,1364,80.21,0,MNAR_high_density,7706
Quảng Ngãi,duyen_hai_mien_trung,COM_0807,thi_tran,17.2092,59.15,15.12,0.3002,4.4872,residential,2280.04,9.3,3929,228.36,18,3562,662,213.89,1,observed,1720
Ninh Bình,dong_bang_song_hong,COM_0808,xa,33.7969,13.63,66.07,0.8776,1.0267,forest,1674.77,7.84,9645,285.41,36,11065,3139,331.1,1,observed,3379
Thanh Hóa,duyen_hai_mien_trung,COM_0809,xa,78.6057,25.52,41.72,0.8056,0.7631,forest,1641.34,18.91,16125,205.14,18,18413,3848,251.75,1,observed,7860
Hà Nội,dong_bang_song_hong,COM_0810,thi_tran,18.3407,35.15,19.75,0.8854,3.2916,forest,1486.5,15.35,26294,1433.67,13,28518,5449,1434.9,1,observed,1834
Nghệ An,duyen_hai_mien_trung,COM_0811,xa,79.0894,113.05,72.03,0.7801,0.6456,forest,1971.56,24.02,9242,116.86,16,9954,1862,128.91,1,observed,7908
Ninh Bình,dong_bang_song_hong,COM_0812,phuong,14.7566,49.41,6.3,0.45,2.7075,agricultural,1642.81,3.15,13568,919.51,19,15591,3661,1087.98,1,observed,1475
Quảng Trị,duyen_hai_mien_trung,COM_0813,phuong,8.2518,57.91,2.86,0.3347,7.7407,mixed,2747.08,0.4,2846,344.99,30,2924,667,372.57,1,observed,825
Tây Ninh,dong_nam_bo,COM_0814,thi_tran,30.3602,93.08,26.7,0.2472,4.0742,mixed,2483.54,16.27,6835,225.15,21,6148,1144,188.56,1,observed,3036
TP. Hồ Chí Minh,dong_nam_bo,COM_0815,xa,30.7607,30.08,92.11,0.248,2.6534,residential,1824.92,37.34,65263,2121.66,5,59888,12108,1990.6,1,observed,3076
TP. Hồ Chí Minh,dong_nam_bo,COM_0816,xa,66.7169,39.58,97.84,0.5804,3.5261,residential,1843.25,25.62,143264,2147.35,31,134410,37263,1983.67,1,observed,6671
Cần Thơ,dong_bang_song_cuu_long,COM_0817,xa,51.9358,9.51,35.63,0.6082,0.0502,forest,2101.53,11.21,24734,476.26,42,24269,5078,473.96,1,observed,5193
Gia Lai,tay_nguyen,COM_0818,xa,48.1361,575.85,21.96,0.5828,3.0165,agricultural,1863.43,3.92,5983,124.31,33,6234,1189,136.84,1,observed,4813
Hải Phòng,dong_bang_song_hong,COM_0819,xa,35.1821,23.27,78.33,0.4027,3.3487,agricultural,1402.58,28.99,30731,873.5,42,30905,6036,806.23,1,observed,3518
Nghệ An,duyen_hai_mien_trung,COM_0820,xa,45.5379,48.09,93.46,0.4167,1.4759,forest,1611.18,41.9,3764,82.67,26,4323,808,101.97,1,observed,4553
Cao Bằng,mien_nui_phia_bac,COM_0821,xa,52.3566,1040.43,11.96,0.2425,0.1604,forest,1901.55,10.14,2765,52.83,11,2919,549,53.47,1,observed,5235
Gia Lai,tay_nguyen,COM_0822,xa,79.6554,745.3,94.76,0.375,2.8746,mixed,1736.63,11.08,5880,73.82,36,5603,1299,68.09,1,observed,7965
Nghệ An,duyen_hai_mien_trung,COM_0823,xa,58.3666,210.07,57.54,0.7678,1.5898,forest,1702.78,2.77,7162,122.72,39,6314,1711,111.62,1,observed,5836
Đà Nẵng,duyen_hai_mien_trung,COM_0824,xa,75.3866,317.48,6.5,0.8308,3.437,forest,2635.27,27.2,51151,678.52,20,46179,12769,566.77,1,observed,7538
Thanh Hóa,duyen_hai_mien_trung,COM_0825,xa,76.9044,218.69,7.79,0.3635,2.8485,residential,1859.71,15.6,22713,295.35,8,25511,6883,308.48,1,observed,7690
Nghệ An,duyen_hai_mien_trung,COM_0826,xa,35.13,643.09,53.55,0.8651,3.6235,forest,1717.34,47.4,3802,108.23,19,3415,934,89.59,1,observed,3513
Tây Ninh,dong_nam_bo,COM_0827,xa,56.2316,120.14,13.58,0.8671,3.573,forest,2474.11,40.61,10459,186.01,15,9372,1790,158.02,1,observed,5623
Quảng Ninh,dong_bang_song_hong,COM_0828,xa,68.5962,204.41,31.42,0.8673,2.8437,forest,2491.56,48.59,16501,240.56,44,16715,3322,244.69,1,observed,6859
Lai Châu,mien_nui_phia_bac,COM_0829,xa,71.3809,1191.64,64.88,0.6014,1.2604,forest,3008.69,31.64,2640,36.99,23,2346,539,32.14,0,MNAR_high_density,7138
Khánh Hòa,tay_nguyen,COM_0830,xa,76.5755,79.61,76.41,0.272,0.0766,agricultural,1883.93,7.92,10187,133.04,25,9361,1839,125.26,1,observed,7657
Lai Châu,mien_nui_phia_bac,COM_0831,xa,31.4025,1655.85,20.02,0.4258,0.9994,agricultural,2455.51,44.36,1933,61.56,22,1889,372,56.16,0,MNAR_high_density,3140
Đắk Lắk,tay_nguyen,COM_0832,xa,34.899,1211.22,78.79,0.4178,0.9911,mixed,2070.37,21.33,2917,83.59,7,2659,515,70.91,0,MNAR_high_density,3489
TP. Hồ Chí Minh,dong_nam_bo,COM_0833,xa,21.8904,41.98,18.89,0.3421,2.0913,mixed,2198.52,39.35,221427,10115.3,14,206095,37682,10317.96,1,observed,2189
Quảng Ninh,dong_bang_song_hong,COM_0834,thi_tran,26.2763,225.59,13.86,0.3395,0.7132,agricultural,2101.02,17.73,10279,391.22,21,8924,2344,328.16,1,observed,2627
Hà Nội,dong_bang_song_hong,COM_0835,thi_tran,23.1015,10.73,13.44,0.7827,1.5527,forest,1234.98,5.99,32371,1401.26,28,33966,7875,1562.63,1,observed,2310
Đắk Lắk,tay_nguyen,COM_0836,xa,31.008,1055.63,30.64,0.248,0.1511,residential,2027.22,14.83,6921,223.22,35,6921,1320,238.14,0,MNAR_high_density,3100
Quảng Trị,duyen_hai_mien_trung,COM_0837,xa,54.2603,310.05,43.33,0.2091,2.7605,agricultural,2934.61,48.29,15368,283.23,29,16872,3759,338.11,1,observed,5426
Vĩnh Long,dong_bang_song_cuu_long,COM_0838,xa,65.8614,5.7,21.89,0.5545,0.9405,agricultural,2332.92,36.24,38692,587.48,16,41628,8979,647.57,1,observed,6586
Hà Tĩnh,duyen_hai_mien_trung,COM_0839,xa,59.6299,462.73,39.76,0.1418,0.7256,agricultural,2575.1,38.05,34408,577.03,6,37326,9756,614.37,1,observed,5962
Gia Lai,tay_nguyen,COM_0840,xa,24.0696,1166.76,44.58,0.8133,0.4182,forest,2338.88,7.91,1647,68.45,23,1723,434,72.63,1,observed,2406
Nghệ An,duyen_hai_mien_trung,COM_0841,xa,50.7658,763.03,29.94,0.6617,3.2756,forest,2012.04,38.77,8049,158.56,11,8226,2090,178.2,0,MAR,5076
Gia Lai,tay_nguyen,COM_0842,xa,70.5599,1106.54,46.03,0.2808,0.7258,residential,2133.61,30.68,10068,142.69,49,11084,2270,163.58,0,MAR,7055
Đà Nẵng,duyen_hai_mien_trung,COM_0843,xa,79.0053,47.32,57.05,0.574,1.2653,residential,2052.1,23.23,39790,503.64,9,44063,10357,609.52,0,MAR,7900
Hải Phòng,dong_bang_song_hong,COM_0844,phuong,4.1052,19.18,7.94,0.2687,9.3392,agricultural,1909.03,1.22,4564,1111.86,9,4919,1309,1265.54,1,observed,410
Lâm Đồng,tay_nguyen,COM_0845,thi_tran,26.6864,1668.62,2.62,0.1288,1.8871,residential,2762.63,2.27,2245,84.15,41,2559,568,102.38,0,MCAR,2668
Gia Lai,tay_nguyen,COM_0846,thi_tran,27.9058,1157.88,20.3,0.5549,4.8473,agricultural,2288.11,13.1,2101,75.32,10,2197,569,77.74,1,observed,2790
Nghệ An,duyen_hai_mien_trung,COM_0847,thi_tran,37.2856,496.18,14.74,0.5121,4.0737,agricultural,1967.92,14.36,12894,345.83,45,12782,2457,374.7,1,observed,3728
Điện Biên,mien_nui_phia_bac,COM_0848,xa,27.1516,1411.13,73.11,0.4818,0.4394,agricultural,1928.27,45.55,1177,43.37,25,1034,223,38.37,0,MNAR_high_density,2715
Thanh Hóa,duyen_hai_mien_trung,COM_0849,xa,45.136,177.89,75.79,0.3082,0.6914,residential,2229.26,32.5,9535,211.26,39,10067,2610,233.14,1,observed,4513
Hà Nội,dong_bang_song_hong,COM_0850,xa,64.3148,15.86,89.55,0.5751,0.5478,residential,1615.86,9.47,159548,2480.74,8,183149,39224,2635.21,1,observed,6431
Hà Nội,dong_bang_song_hong,COM_0851,xa,70.3442,49.52,18.45,0.4586,1.6007,residential,1653.2,22.26,362755,5156.87,16,313200,78977,4267.23,1,observed,7034
Khánh Hòa,tay_nguyen,COM_0852,thi_tran,30.3209,748.65,27.41,0.2646,3.8419,residential,1891.49,5.56,18505,610.33,23,19387,4443,607.18,1,observed,3032
TP. Hồ Chí Minh,dong_nam_bo,COM_0853,phuong,5.6425,44.9,7.51,0.45,9.0547,residential,1905.9,1.96,94322,16716.46,15,101990,27805,18434.74,1,observed,564
Bắc Ninh,dong_bang_song_hong,COM_0854,xa,74.4318,26.34,82.19,0.5127,1.0443,agricultural,1350.41,33.28,29471,395.95,26,27102,5717,385.0,0,MAR,7443
Hưng Yên,dong_bang_song_hong,COM_0855,thi_tran,26.6857,4.33,26.09,0.6187,2.391,agricultural,1369.51,14.22,19943,747.35,37,18146,4442,744.19,1,observed,2668
Hà Nội,dong_bang_song_hong,COM_0856,phuong,4.3859,49.0,4.86,0.45,7.0913,residential,1287.08,4.74,15864,3617.12,33,16574,3079,3513.22,1,observed,438
Đồng Nai,dong_nam_bo,COM_0857,xa,64.6275,4.89,45.63,0.6214,1.8695,agricultural,2125.04,42.64,37345,577.85,33,32123,7043,453.85,1,observed,6462
Quảng Ninh,dong_bang_song_hong,COM_0858,xa,43.7548,91.47,54.28,0.5359,2.6588,agricultural,1952.49,43.48,9489,216.89,19,9593,1860,203.41,1,observed,4375
Thanh Hóa,duyen_hai_mien_trung,COM_0859,xa,53.9812,86.66,34.7,0.2375,1.5741,mixed,2082.73,22.04,23224,430.23,34,22859,4662,386.27,1,observed,5398
Đắk Lắk,tay_nguyen,COM_0860,phuong,7.2861,672.07,7.19,0.1128,5.7192,mixed,1532.69,4.5,1148,157.62,29,1044,230,147.1,1,observed,728
Phú Thọ,mien_nui_phia_bac,COM_0861,xa,44.0912,383.96,99.22,0.5547,0.5044,residential,1874.19,21.76,12098,274.4,9,13435,2703,333.6,1,observed,4409
Thái Nguyên,mien_nui_phia_bac,COM_0862,thi_tran,23.9683,371.18,28.35,0.3592,4.1671,residential,1800.75,18.45,4653,194.16,31,4617,1103,181.69,1,observed,2396
Điện Biên,mien_nui_phia_bac,COM_0863,xa,31.585,664.74,60.7,0.4594,2.3044,forest,2438.54,21.45,1499,47.46,26,1500,326,49.73,1,observed,3158
Huế,duyen_hai_mien_trung,COM_0864,xa,31.3668,61.36,46.04,0.4648,2.9466,agricultural,3093.16,41.79,55801,1778.99,29,48569,11651,1461.41,1,observed,3136
Lai Châu,mien_nui_phia_bac,COM_0865,xa,36.7664,1251.55,16.7,0.6774,0.8394,forest,2280.92,31.53,2422,65.89,30,2417,630,66.15,1,observed,3676
Nghệ An,duyen_hai_mien_trung,COM_0866,phuong,6.4218,351.35,3.73,0.45,8.3246,residential,1995.59,0.82,1891,294.59,5,2148,404,356.32,1,observed,642
Thanh Hóa,duyen_hai_mien_trung,COM_0867,xa,33.8404,89.11,95.15,0.1898,1.0654,residential,1507.46,16.39,9049,267.43,44,9187,1842,280.26,1,observed,3384
Hưng Yên,dong_bang_song_hong,COM_0868,xa,23.9839,17.25,84.38,0.1711,0.1438,residential,1626.82,12.5,16103,671.43,45,16106,2940,624.54,1,observed,2398
Hà Nội,dong_bang_song_hong,COM_0869,phuong,5.577,6.93,3.19,0.45,9.2826,residential,1525.25,3.54,29177,5231.68,19,27605,5063,4850.48,1,observed,557
Thanh Hóa,duyen_hai_mien_trung,COM_0870,xa,33.6253,359.3,98.55,0.4909,0.0849,agricultural,2478.45,49.46,5075,150.95,12,5192,1383,164.25,1,observed,3362
Quảng Trị,duyen_hai_mien_trung,COM_0871,phuong,10.673,367.57,8.74,0.2382,8.3983,residential,2428.64,1.87,1942,182.0,7,1898,395,177.77,0,MAR,1067
Hưng Yên,dong_bang_song_hong,COM_0872,xa,29.1081,7.04,58.75,0.4307,3.3045,agricultural,1684.89,39.45,17008,584.32,47,15324,2983,535.31,1,observed,2910
An Giang,dong_bang_song_cuu_long,COM_0873,xa,53.3388,2.37,54.0,0.374,2.7178,agricultural,1899.58,13.38,17165,321.82,39,18500,4469,314.8,1,observed,5333
Thanh Hóa,duyen_hai_mien_trung,COM_0874,xa,33.1674,694.02,76.0,0.4282,3.0015,residential,1844.49,22.57,8186,246.83,42,7819,1656,225.43,0,MNAR_high_density,3316
TP. Hồ Chí Minh,dong_nam_bo,COM_0875,phuong,2.6317,32.07,5.58,0.4259,4.6719,residential,1944.44,2.17,23634,8980.71,49,24748,6574,8828.41,1,observed,263
Cần Thơ,dong_bang_song_cuu_long,COM_0876,phuong,5.6237,1.66,3.54,0.45,2.9659,mixed,2150.86,2.74,5122,910.93,26,5604,1546,992.93,1,observed,562
Hà Nội,dong_bang_song_hong,COM_0877,xa,65.88,38.13,50.66,0.4652,0.9989,agricultural,1373.59,13.63,121862,1849.76,35,135043,35209,1847.93,1,observed,6588
Lâm Đồng,tay_nguyen,COM_0878,xa,40.5565,1871.41,24.66,0.1465,1.1892,forest,1822.93,47.44,2335,57.59,49,2568,471,64.95,0,MAR,4055
Hà Nội,dong_bang_song_hong,COM_0879,xa,21.0702,5.46,83.8,0.7375,0.9689,forest,1518.46,30.69,23177,1099.99,10,22661,4717,1154.55,1,observed,2107
Ninh Bình,dong_bang_song_hong,COM_0880,xa,43.6656,45.24,15.06,0.2806,3.3707,agricultural,1775.86,13.05,33072,757.4,32,33814,7625,792.08,1,observed,4366
Hà Nội,dong_bang_song_hong,COM_0881,xa,28.062,18.27,11.38,0.2616,0.1198,agricultural,1580.72,17.82,80132,2855.54,28,74952,14157,2529.43,1,observed,2806
Thanh Hóa,duyen_hai_mien_trung,COM_0882,phuong,2.327,705.77,6.63,0.45,8.2721,residential,2298.61,4.69,723,310.97,5,704,134,273.62,1,observed,232
Phú Thọ,mien_nui_phia_bac,COM_0883,xa,21.2326,595.11,29.8,0.6318,3.4042,residential,1908.73,1.6,7241,341.05,26,7428,1393,337.73,1,observed,2123
Bắc Ninh,dong_bang_song_hong,COM_0884,xa,23.4616,2.42,74.07,0.7913,0.616,forest,1444.16,10.56,8241,351.26,21,8606,2012,370.85,0,MCAR,2346
Đắk Lắk,tay_nguyen,COM_0885,xa,23.469,592.4,79.27,0.4053,0.1887,residential,1788.12,36.18,2667,113.67,43,2539,497,100.11,1,observed,2346
Quảng Ninh,dong_bang_song_hong,COM_0886,xa,72.6989,96.61,59.29,0.3225,0.2607,forest,1919.7,21.86,18868,259.55,32,21428,4529,287.76,0,MNAR_high_density,7269
Khánh Hòa,tay_nguyen,COM_0887,xa,36.8327,296.84,31.2,0.6275,2.5754,agricultural,1972.67,24.14,25330,687.73,49,21850,4537,610.14,0,MNAR_high_density,3683
Hà Nội,dong_bang_song_hong,COM_0888,phuong,6.9037,19.71,1.75,0.2303,7.4765,residential,1772.94,1.29,25147,3642.64,20,22899,5914,3331.52,1,observed,690
